Start Node Label,Start Node Attribute Name,Start Node Attribute Value,Graph Element,Attribute Name,Attribute Value,Relation Name,Relation Attribute Name,Relation Attribute Value,End Node Label,End Node Attribute Name,End Node Attribute Value,Record Tag
Attribute,name,intractable,Relation,,,hasCategory,,,AttributeCategory,name,quality,epidemic typhus
Attribute,name,sudden,Relation,,,hasCategory,,,AttributeCategory,name,onset,epidemic typhus
Attribute,name,rash,Relation,,,associatedWith,,,Disease,name,epidemic typhus,epidemic typhus
Symptom,name,headache,Relation,,,hasAttribute,,,Attribute,name,rash,epidemic typhus
Attribute,name,generalized,Relation,,,associatedWith,,,Disease,name,epidemic typhus,epidemic typhus
Attribute,name,intractable,Relation,,,associatedWith,,,Disease,name,epidemic typhus,epidemic typhus
Attribute,name,sudden,Relation,,,associatedWith,,,Disease,name,epidemic typhus,epidemic typhus
Symptom,name,headache,Relation,,,hasAttribute,,,Attribute,name,intense,epidemic typhus
Attribute,name,intense,Relation,,,associatedWith,,,Disease,name,epidemic typhus,epidemic typhus
Attribute,name,generalized,Relation,,,hasCategory,,,AttributeCategory,name,location,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasExamination,,,Examination,name,sudden fevergradual in onsethigh grade with slight morning remissionlasts for about 2 weeks,epidemic typhus
Attribute,name,rash,Relation,,,hasCategory,,,AttributeCategory,name,associated with,epidemic typhus
Disease,name,epidemic typhus,Relation,,,historyOf,,,PersonalAndSocialHistory,name,contact with flying squirrels,epidemic typhus
Disease,name,epidemic typhus,Relation,,,historyOf,,,PersonalAndSocialHistory,name,contact with human body louse,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasExamination,,,Examination,name,gangrene,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasExamination,,,Examination,name,ecchymosis,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasExamination,,,Examination,name,weak pulses,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasExamination,,,Examination,name,pale blue skin,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasExamination,,,Examination,name,cold extremities,epidemic typhus
Symptom,name,headache,Relation,,,hasAttribute,,,Attribute,name,generalized,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasExamination,,,Examination,name,hypotension,epidemic typhus
Attribute,name,intense,Relation,,,hasCategory,,,AttributeCategory,name,severity,epidemic typhus
Symptom,name,headache,Relation,,,hasAttribute,,,Attribute,name,intractable,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasSymptom,,,Symptom,name,headache,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasSymptom,,,Symptom,name,sputum production,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasExamination,,,Examination,name,splenomegaly,epidemic typhus
Symptom,name,headache,Relation,,,hasAttribute,,,Attribute,name,sudden,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasSymptom,,,Symptom,name,headache,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasSymptom,,,Symptom,name,headache,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasSymptom,,,Symptom,name,headache,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasExamination,,,Examination,name,"rashsmall, pink macules,rash appears on the 4th to 6th day of fever rash becomes dark and maculopapular,petechial and hemorrhagicrash in the axillae and on the upper trunk rash sparing the palms, soles, and face",epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasSymptom,,,Symptom,name,sudden prostration,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasSymptom,,,Symptom,name,oliguria,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasSymptom,,,Symptom,name,seizures,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasSymptom,,,Symptom,name,chest pain,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasSymptom,,,Symptom,name,tachypnea,epidemic typhus
Disease,name,epidemic typhus,Relation,,,hasSymptom,,,Symptom,name,headache,epidemic typhus
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,dysuria,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,pelvic pain,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,vaginal discharge,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,odourless mucus discharge from vagina,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,intermenstrual bleeding,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,postcoital bleeding,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,nausea,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,vomiting,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,myalgia,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,abnormal vaginal bleeding,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,scrotal pain,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,swelling over the epididymis,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,abdominal pain,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,historyOf,,,PersonalAndSocialHistory,name,low socioeconomic status,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,a cloudy discharge at cervical os,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,a yellow discharge at cervical os,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,mucopurulent cervical discharge,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,friable cervix,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,cervix bleeds easily with friction from a dacron swab,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,mucoid discharge from the urethral opening,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,mucopurulent discharge from the urethral opening,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,penile discharge,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,discharge appears after applying pressure along the penile shaft,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,fever,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,scrotal area may be tender to touch and feels warm,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,mucopurulent rectal discharge,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,scrotal erythema,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,tenderness over the epididymis,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasExamination,,,Examination,name,arthritis,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,chills,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,historyOf,,,PersonalAndSocialHistory,name,black ethnicity,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,abdominal pain,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,historyOf,,,PersonalAndSocialHistory,name,urban residence,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,historyOf,,,PersonalAndSocialHistory,name,sexual activity with a person who has a chlamydia infection,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,feeling of incomplete defecation,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,urethral discharge,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,testicular pain,genital tract chlamydia
Symptom,name,abdominal pain,Relation,,,hasAttribute,,,Attribute,name,right upper quadrant,genital tract chlamydia
Symptom,name,urethral discharge,Relation,,,hasAttribute,,,Attribute,name,clear to whitish,genital tract chlamydia
Symptom,name,testicular pain,Relation,,,hasAttribute,,,Attribute,name,unilateral,genital tract chlamydia
Attribute,name,right upper quadrant,Relation,,,associatedWith,,,Disease,name,genital tract chlamydia,genital tract chlamydia
Attribute,name,clear to whitish,Relation,,,associatedWith,,,Disease,name,genital tract chlamydia,genital tract chlamydia
Attribute,name,unilateral,Relation,,,associatedWith,,,Disease,name,genital tract chlamydia,genital tract chlamydia
Attribute,name,right upper quadrant,Relation,,,hasCategory,,,AttributeCategory,name,location,genital tract chlamydia
Attribute,name,clear to whitish,Relation,,,hasCategory,,,AttributeCategory,name,quality,genital tract chlamydia
Attribute,name,unilateral,Relation,,,hasCategory,,,AttributeCategory,name,distribution,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,historyOf,,,PastHistory,name,sexually transmitted disease,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,historyOf,,,PersonalAndSocialHistory,name,sexually active,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,historyOf,,,PersonalAndSocialHistory,name,new sex partner,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,historyOf,,,PersonalAndSocialHistory,name,multiple sex partners,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,historyOf,,,PersonalAndSocialHistory,name,sex partner with other concurrent sex partners,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,historyOf,,,PersonalAndSocialHistory,name,unprotected sex,genital tract chlamydia
Disease,name,genital tract chlamydia,Relation,,,hasSymptom,,,Symptom,name,rigors,genital tract chlamydia
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered papules on lips,hand-foot-and-mouth disease
Attribute,name,pustules,Relation,,,hasCategory,,,AttributeCategory,name,associated with,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,linear grey-white vesicopustules on palms and soles,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,flaccid and thin-walled vesicles with erythematous halo on palms and soles,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,painful flaccid and thin-walled vesicles with erythematous halo on palms and soles,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,pruritic flaccid and thin-walled vesicles with erythematous halo on palms and soles,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,vesicles tend to ulcerate and become crusted.,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,maculopapular rash on the buttocks,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,papular rash with petechiae,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,small oval vesico pustules on palms and soles,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,diffuse areas of erythema on the trunk,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,high grade fever,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,maculopapular rash may be seen on the buttocks,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,ulcerated lesions on hands and feet,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,crusted lesions on hands and feet,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,small oval grey-white vesico pustules on hands and feet flaccid and thin-walledwith an erythematous halo,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,vesicles on hands and feet,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,rash on hands and feet,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,diffuse areas of erythema on the limbs,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,acral rash involving the soles,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,acral rash involving the palms,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered ulcers on an erythematous base on lips,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered vesicles on tongue,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered ulcers on an erythematous base on tongue,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered papules on pharynx,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered macules on pharynx,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered vesicles on pharynx,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered ulcers on an erythematous base on pharynx,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered papules on buccal mucosa,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered macules on buccal mucosa,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered vesicles on buccal mucosa,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered ulcers on an erythematous base on buccal mucosa,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered papules on gingiva,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered macules on gingiva,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered vesicles on gingiva,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered ulcers on an erythematous base on gingiva,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,erythema and edema of the tongue,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered macules on lips,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered vesicles on lips,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,yellowish ulcers on an erythematous base on lips,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,yellowish ulcers on an erythematous base on gingiva,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,yellowish ulcers on an erythematous base on buccal mucosa,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,yellowish ulcers on an erythematous base on pharynx,hand-foot-and-mouth disease
Symptom,name,pain,Relation,,,hasAttribute,,,Attribute,name,pustules,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,vomiting,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,irritability,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,headache,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,arthralgia,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,cough,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,diarrhoea,hand-foot-and-mouth disease
Symptom,name,pain,Relation,,,hasAttribute,,,Attribute,name,small blisters,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,abdominal pain,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,anorexia,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,sore mouth,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,malaise,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,pruritus,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,pruritus,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,pain,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,pain,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasSymptom,,,Symptom,name,sore throat,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered macules on tongue,hand-foot-and-mouth disease
Symptom,name,pruritus,Relation,,,hasAttribute,,,Attribute,name,pustules,hand-foot-and-mouth disease
Attribute,name,pustules,Relation,,,associatedWith,,,Disease,name,hand-foot-and-mouth disease,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,yellowish ulcers on an erythematous base on the tongue,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,vesicles in oropharynx,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,macules in oropharynx,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,papules in oropharynx,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,oropharynx is inflamed,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,oral ulcers,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,oral vesicles,hand-foot-and-mouth disease
Symptom,name,pruritus,Relation,,,hasAttribute,,,Attribute,name,small blisters,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,low-grade fever <101.3°fsudden onset,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,historyOf,,,PersonalAndSocialHistory,name,family contact with infected people,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,historyOf,,,PastHistory,name,immunosuppressive state,hand-foot-and-mouth disease
Attribute,name,small blisters,Relation,,,hasCategory,,,AttributeCategory,name,associated with,hand-foot-and-mouth disease
Attribute,name,small blisters,Relation,,,hasCategory,,,AttributeCategory,name,associated with,hand-foot-and-mouth disease
Attribute,name,pustules,Relation,,,hasCategory,,,AttributeCategory,name,associated with,hand-foot-and-mouth disease
Attribute,name,small blisters,Relation,,,associatedWith,,,Disease,name,hand-foot-and-mouth disease,hand-foot-and-mouth disease
Attribute,name,pustules,Relation,,,associatedWith,,,Disease,name,hand-foot-and-mouth disease,hand-foot-and-mouth disease
Attribute,name,small blisters,Relation,,,associatedWith,,,Disease,name,hand-foot-and-mouth disease,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,historyOf,,,PersonalAndSocialHistory,name,school contact with infected people,hand-foot-and-mouth disease
Disease,name,hand-foot-and-mouth disease,Relation,,,hasExamination,,,Examination,name,scattered papules on tongue,hand-foot-and-mouth disease
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,shallow ulcers on tonsillar pillars,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,grayish papules with erythematous base on soft palate,herpangina
Disease,name,herpangina,Relation,,,hasSymptom,,,Symptom,name,sore throat,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,shallow ulcers on on tongue,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,vesicles with erythematous base on soft palate,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,shallow ulcers on on uvula,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,vesicles with erythematous base on uvula,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,grayish papules with erythematous base on uvula,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,shallow ulcers on tonsils,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,vesicles with erythematous base on tonsils,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,grayish papules with erythematous base on tonsils,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,shallow ulcers on soft palate,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,vesicles with erythematous base on tongue.,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,grayish papules with erythematous base on tongue.,herpangina
Disease,name,herpangina,Relation,,,hasSymptom,,,Symptom,name,headache,herpangina
Disease,name,herpangina,Relation,,,hasSymptom,,,Symptom,name,anorexia,herpangina
Disease,name,herpangina,Relation,,,hasSymptom,,,Symptom,name,neck pain,herpangina
Disease,name,herpangina,Relation,,,hasSymptom,,,Symptom,name,vomiting,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,sudden onset of fever,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,grayish papules with erythematous base on tonsillar pillars,herpangina
Disease,name,herpangina,Relation,,,hasExamination,,,Examination,name,vesicles with erythematous base on tonsillar pillars,herpangina
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,toxoplasmosis of brain,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,gastroenteritis,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,esophagitis,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,chlamydia,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,gonorrhoea.,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,chronic vaginal candidiasis,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,blood transfusion,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,recurrent herpes simplex,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,recurrent bacterial infections,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,candidiasis of respiratory tract,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,candidiasis of esophagus,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,cervical cancer,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,cardiomyopathy,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,cryptosporidiosis,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,cytomegalovirus disease,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,histoplasmosis,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,isosporiasis,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,burkitt lymphoma,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,pneumocystis jirovecii,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,progressive multifocal leukoencephalopathy,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,multiple bacterial infections,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,coccidioidomycosis,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,kaposi's sarcoma,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,historyOf,,,PastHistory,name,colitis,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,hasSymptom,,,Symptom,name,sore throat,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,hasSymptom,,,Symptom,name,arthralgia,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,hasSymptom,,,Symptom,name,diarrhoea,human immunodeficiency virus infection
Disease,name,human immunodeficiency virus infection,Relation,,,hasSymptom,,,Symptom,name,anorexia,human immunodeficiency virus infection
Symptom,name,night sweats,Relation,,,hasAttribute,,,Attribute,name,fever,human immunodeficiency virus infection
Symptom,name,diarrhoea,Relation,,,hasAttribute,,,Attribute,name,more than 1 month,human immunodeficiency virus infection
Symptom,name,diarrhoea,Relation,,,hasAttribute,,,Attribute,name,intermittent,human immunodeficiency virus infection
Symptom,name,dyspnea,Relation,,,hasAttribute,,,Attribute,name,exertion,human immunodeficiency virus infection
Symptom,name,cough,Relation,,,hasAttribute,,,Attribute,name,dry,human immunodeficiency virus infection
Attribute,name,fever,Relation,,,associatedWith,,,Disease,name,human immunodeficiency virus infection,human immunodeficiency virus infection
Attribute,name,more than 1 month,Relation,,,associatedWith,,,Disease,name,human immunodeficiency virus infection,human immunodeficiency virus infection
Attribute,name,intermittent,Relation,,,associatedWith,,,Disease,name,human immunodeficiency virus infection,human immunodeficiency virus infection
Attribute,name,exertion,Relation,,,associatedWith,,,Disease,name,human immunodeficiency virus infection,human immunodeficiency virus infection
Attribute,name,dry,Relation,,,associatedWith,,,Disease,name,human immunodeficiency virus infection,human immunodeficiency virus infection
Attribute,name,fever,Relation,,,hasCategory,,,AttributeCategory,name,associated with,human immunodeficiency virus infection
Attribute,name,more than 1 month,Relation,,,hasCategory,,,AttributeCategory,name,duration,human immunodeficiency virus infection
Attribute,name,intermittent,Relation,,,hasCategory,,,AttributeCategory,name,frequency,human immunodeficiency virus infection
Attribute,name,exertion,Relation,,,hasCategory,,,AttributeCategory,name,triggered by,human immunodeficiency virus infection
Attribute,name,dry,Relation,,,hasCategory,,,AttributeCategory,name,quality,human immunodeficiency virus infection
